Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,ALL_SKIN_TYPES_COUNT,Suitable_For_All_Skin
Treatment,LANEIGE,LANEIGE Vitamin C Brightening Serum #1206,52.98,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,FIRST AID BEAUTY,FIRST AID BEAUTY Superfood Antioxidant Cleanser #1207,89.08,4.2,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Vitamin C Brightening Serum #1208,14.99,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Water Sleeping Mask #1209,71.13,4.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Cleanser,SUPERGOOP!,SUPERGOOP! Special Cleansing Gel #1210,36.5,3.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,0,1,2,No
Cleanser,KORA ORGANICS,KORA ORGANICS Foaming Facial Cleanser #1211,77.94,4.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Treatment,THE ORDINARY,THE ORDINARY Vitamin C Brightening Serum #1212,15.11,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,0,1,3,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Lightful C Eye Cream #1213,50.96,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Eye Cream,TATCHA,TATCHA Avocado Melt Retinol Eye Cream #1214,274.45,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,MARIO BADESCU,MARIO BADESCU Retinol Reform #1215,29.48,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Sun Protect,CLINIQUE,CLINIQUE UV Clear Broad-Spectrum #1216,42.51,4.1,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Eye Cream,ORIGINS,ORIGINS Banana Bright Eye Crème #1217,107.5,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Sun Protect,LANCÔME,LANCÔME Mineral Mattescreen SPF 30 #1218,108.26,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Moisturizer,BELIF,BELIF Midnight Recovery Concentrate #1219,73.36,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,0,0,1,No
Cleanser,BELIF,BELIF Superfood Antioxidant Cleanser #1220,54.54,4.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,1,4,No
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Kalie Squalane Cleanser #1221,108.76,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,1,4,No
Eye Cream,TATCHA,TATCHA Peptide Eye Complex #1222,203.21,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Moisturizer,MURAD,MURAD The Water Cream #1223,106.19,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,1,4,No
Sun Protect,SEPHORA COLLECTION,SEPHORA COLLECTION Defense Refresh Setting Mist #1224,12.61,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,1,4,No
Eye Cream,FARMACY,FARMACY Concentrate Eye Cream #1225,104.41,3.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Eye Cream,SEPHORA COLLECTION,SEPHORA COLLECTION Lightful C Eye Cream #1226,20.8,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Cleanser,MURAD,MURAD Gentle Skin Cleanser #1227,44.59,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Sun Protect,BELIF,BELIF Defense Refresh Setting Mist #1228,31.82,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Face Mask,LANCÔME,LANCÔME Superberry Hydrate + Glow Dream Mask #1229,105.21,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,1,1,3,No
Moisturizer,ORIGINS,ORIGINS C-Firma Fresh Day Serum #1230,65.63,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,1,4,No
Treatment,KATE SOMERVILLE,KATE SOMERVILLE Retinol Reform #1231,79.12,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Treatment,KATE SOMERVILLE,KATE SOMERVILLE Luna Sleeping Night Oil #1232,94.84,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,0,1,3,No
Face Mask,GLOW RECIPE,GLOW RECIPE Water Sleeping Mask #1233,85.27,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Cleanser,FARMACY,FARMACY Superfood Antioxidant Cleanser #1234,24.41,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Moisturizer,SEPHORA COLLECTION,SEPHORA COLLECTION Protini Polypeptide Cream #1235,15.98,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,0,1,1,1,3,No
Sun Protect,LA MER,LA MER UV Clear Broad-Spectrum #1236,333.83,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,1,3,No
Sun Protect,SUPERGOOP!,SUPERGOOP! Mineral Mattescreen SPF 30 #1237,81.01,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,KATE SOMERVILLE,KATE SOMERVILLE Kalie Squalane Cleanser #1238,38.39,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,0,2,No
Moisturizer,FARMACY,FARMACY Midnight Recovery Concentrate #1239,94.77,4.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Face Mask,BELIF,BELIF Jet Lag Mask #1240,43.66,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Face Mask,SEPHORA COLLECTION,SEPHORA COLLECTION Babyfacial AHA/BHA Mask #1241,15.96,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Cleanser,IT COSMETICS,IT COSMETICS Superfood Antioxidant Cleanser #1242,103.28,3.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,0,0,2,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Autocorrect Brightening Eye Cream #1243,39.82,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,0,1,0,2,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Concentrate Eye Cream #1244,71.89,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,FRESH,FRESH Peptide Eye Complex #1245,104.22,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Eye Cream,TATCHA,TATCHA Avocado Melt Retinol Eye Cream #1246,317.92,3.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Treatment,BIOSSANCE,BIOSSANCE Niacinamide 10% + Zinc 1% #1247,102.28,3.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,0,2,No
Face Mask,KATE SOMERVILLE,KATE SOMERVILLE Superberry Hydrate + Glow Dream Mask #1248,43.25,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,0,3,No
Sun Protect,SK-II,SK-II UV Clear Broad-Spectrum #1249,328.58,3.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,0,0,1,No
Cleanser,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Foaming Facial Cleanser #1250,99.99,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,1,0,2,No
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Retinol Reform #1251,86.2,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Treatment,FIRST AID BEAUTY,FIRST AID BEAUTY BHA Liquid Exfoliant #1252,57.78,4.1,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,0,1,0,1,No
Cleanser,IT COSMETICS,IT COSMETICS Gentle Skin Cleanser #1253,80.73,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,1,4,No
Eye Cream,GLOW RECIPE,GLOW RECIPE Concentrate Eye Cream #1254,108.59,4.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Face Mask,THE ORDINARY,THE ORDINARY Charcoal Pore Minimizing Mask #1255,18.08,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Moisturizer,LA MER,LA MER Crème de la Mer #1256,191.14,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Treatment,ORIGINS,ORIGINS Niacinamide 10% + Zinc 1% #1257,64.86,4.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Face Mask,FARMACY,FARMACY Clay Detox Mask #1258,102.28,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,1,1,0,2,No
Face Mask,BELIF,BELIF Charcoal Pore Minimizing Mask #1259,27.39,4.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,0,3,No
Face Mask,GLOW RECIPE,GLOW RECIPE Babyfacial AHA/BHA Mask #1260,100.88,4.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Cleanser,CLINIQUE,CLINIQUE Superfood Antioxidant Cleanser #1261,82.25,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Eye Cream,LANEIGE,LANEIGE Banana Bright Eye Crème #1262,77.48,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Face Mask,ORIGINS,ORIGINS Water Sleeping Mask #1263,28.47,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Treatment,DERMALOGICA,DERMALOGICA Good Genes All-In-One Lactic Acid #1264,52.63,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Face Mask,BIOSSANCE,BIOSSANCE Babyfacial AHA/BHA Mask #1265,27.09,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,1,3,No
Sun Protect,IT COSMETICS,IT COSMETICS Mineral Mattescreen SPF 30 #1266,105.09,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Face Mask,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Charcoal Pore Minimizing Mask #1267,81.3,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Moisturizer,GLOW RECIPE,GLOW RECIPE Lala Retro Whipped Cream #1268,29.59,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Autocorrect Brightening Eye Cream #1269,74.12,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Cleanser,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Gentle Skin Cleanser #1270,31.89,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Face Mask,ORIGINS,ORIGINS Sheet Mask Hydrating #1271,69.52,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,0,1,1,3,No
Face Mask,GLOW RECIPE,GLOW RECIPE Clay Detox Mask #1272,24.54,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Cleanser,GLOW RECIPE,GLOW RECIPE Kalie Squalane Cleanser #1273,89.04,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,1,4,No
Treatment,OLEHENRIKSEN,OLEHENRIKSEN BHA Liquid Exfoliant #1274,69.63,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Moisturizer,LANEIGE,LANEIGE Lala Retro Whipped Cream #1275,101.63,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Eye Cream,MURAD,MURAD Peptide Eye Complex #1276,82.57,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,0,1,1,3,No
Treatment,LANEIGE,LANEIGE Resurfacing Serum #1277,89.65,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Face Mask,DERMALOGICA,DERMALOGICA Babyfacial AHA/BHA Mask #1278,51.9,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,0,0,1,No
Sun Protect,BIOSSANCE,BIOSSANCE UV Clear Broad-Spectrum #1279,105.67,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,1,3,No
Face Mask,GLOW RECIPE,GLOW RECIPE Water Sleeping Mask #1280,74.99,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,0,0,2,No
Treatment,LANCÔME,LANCÔME Luna Sleeping Night Oil #1281,66.77,3.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Face Mask,KORA ORGANICS,KORA ORGANICS Charcoal Pore Minimizing Mask #1282,37.74,4.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Eye Cream,CAUDALIE,CAUDALIE Autocorrect Brightening Eye Cream #1283,44.22,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Treatment,FIRST AID BEAUTY,FIRST AID BEAUTY Hyaluronic Acid 2% + B5 #1284,76.6,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,0,2,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Banana Bright Eye Crème #1285,25.52,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Treatment,IT COSMETICS,IT COSMETICS Vitamin C Brightening Serum #1286,84.06,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Moisturizer,ORIGINS,ORIGINS C-Firma Fresh Day Serum #1287,99.74,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Moisturizer,SUPERGOOP!,SUPERGOOP! Midnight Recovery Concentrate #1288,90.86,4.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,1,0,3,No
Cleanser,LA MER,LA MER Kalie Squalane Cleanser #1289,198.29,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Eye Cream,KATE SOMERVILLE,KATE SOMERVILLE Autocorrect Brightening Eye Cream #1290,94.88,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,0,2,No
Cleanser,BIOSSANCE,BIOSSANCE Foaming Facial Cleanser #1291,84.26,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Moisturizer,DRAUNK ELEPHANT,DRAUNK ELEPHANT The Water Cream #1292,55.7,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Moisturizer,HERBIVORE,HERBIVORE Honeymoon Glow AHA #1293,47.73,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Moisturizer,TATCHA,TATCHA Lala Retro Whipped Cream #1294,255.25,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,1,3,No
Cleanser,ORIGINS,ORIGINS Soy Face Cleanser #1295,79.35,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Moisturizer,CLINIQUE,CLINIQUE Protini Polypeptide Cream #1296,32.79,3.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Moisturizer,DRAUNK ELEPHANT,DRAUNK ELEPHANT Lala Retro Whipped Cream #1297,88.57,4.1,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,1,3,No
Cleanser,SUPERGOOP!,SUPERGOOP! Gentle Skin Cleanser #1298,33.91,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Sun Protect,PAULA'S CHOICE,PAULA'S CHOICE UV Clear Broad-Spectrum #1299,27.65,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Sun Protect,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Unseen Sunscreen SPF 40 #1300,67.88,3.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,0,1,3,No
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Micellar Cleansing Water #1301,24.62,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,0,2,No
Eye Cream,LA MER,LA MER Peptide Eye Complex #1302,310.83,3.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Treatment,LANCÔME,LANCÔME Vitamin C Brightening Serum #1303,101.22,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,GLOW RECIPE,GLOW RECIPE Green Clean Makeup Mending Cleansing Balm #1304,27.58,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,0,3,No
Treatment,DERMALOGICA,DERMALOGICA Luna Sleeping Night Oil #1305,79.71,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Cleanser,IT COSMETICS,IT COSMETICS Special Cleansing Gel #1306,66.96,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,0,1,3,No
Face Mask,CAUDALIE,CAUDALIE Charcoal Pore Minimizing Mask #1307,108.86,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Moisturizer,HERBIVORE,HERBIVORE Crème de la Mer #1308,50.1,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Sun Protect,LANCÔME,LANCÔME UV Clear Broad-Spectrum #1309,87.8,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,1,4,No
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Resurfacing Serum #1310,13.85,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,0,1,3,No
Moisturizer,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Ultra Facial Cream #1311,63.15,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Sun Protect,SEPHORA COLLECTION,SEPHORA COLLECTION Mineral Mattescreen SPF 30 #1312,7.98,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,1,4,No
Cleanser,LA MER,LA MER Soy Face Cleanser #1313,285.42,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Sun Protect,HERBIVORE,HERBIVORE Mineral Mattescreen SPF 30 #1314,44.19,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,0,1,3,No
Treatment,MURAD,MURAD Good Genes All-In-One Lactic Acid #1315,75.43,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,0,0,2,No
Sun Protect,OLEHENRIKSEN,OLEHENRIKSEN UV Clear Broad-Spectrum #1316,38.96,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,1,4,No
Treatment,KORA ORGANICS,KORA ORGANICS Good Genes All-In-One Lactic Acid #1317,75.79,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,0,1,3,No
Treatment,TULA,TULA Retinol Reform #1318,75.5,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Face Mask,FARMACY,FARMACY Clay Detox Mask #1319,70.78,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,0,2,No
Face Mask,FARMACY,FARMACY Superberry Hydrate + Glow Dream Mask #1320,86.94,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,1,4,No
Sun Protect,BELIF,BELIF Mineral Mattescreen SPF 30 #1321,79.08,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Moisturizer,FIRST AID BEAUTY,FIRST AID BEAUTY Ultra Facial Cream #1322,89.0,3.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Treatment,FARMACY,FARMACY BHA Liquid Exfoliant #1323,39.97,4.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,0,1,1,3,No
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Luna Sleeping Night Oil #1324,84.01,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Sun Protect,DRUNK ELEPHANT,DRUNK ELEPHANT Hydro UV Defense SPF 50 #1325,66.25,3.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,BELIF,BELIF Avocado Melt Retinol Eye Cream #1326,83.22,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,1,3,No
